+------------------------------------------------+
|Time of Transition |PID | Old State | New State |
|               350 | 30 |     READY |   RUNNING |
|               354 | 20 |   WAITING |     READY |
|               357 | 10 |   WAITING |     READY |
|               360 | 30 |   RUNNING |   WAITING |
|               360 | 20 |     READY |   RUNNING |
|               367 | 20 |   RUNNING |   WAITING |
|               367 | 10 |     READY |   RUNNING |
|               372 | 10 |   RUNNING |   WAITING |
|               375 | 30 |   WAITING |     READY |
|               375 | 30 |     READY |   RUNNING |
|               379 | 20 |   WAITING |     READY |
|               382 | 10 |   WAITING |     READY |
|               385 | 30 |   RUNNING |   WAITING |
|               385 | 20 |     READY |   RUNNING |
|               392 | 20 |   RUNNING |   WAITING |
|               392 | 10 |     READY |   RUNNING |
|               397 | 10 |   RUNNING |   WAITING |
|               400 | 30 |   WAITING |     READY |
|               400 | 30 |     READY |   RUNNING |
|               404 | 20 |   WAITING |     READY |
|               407 | 10 |   WAITING |     READY |
|               410 | 30 |   RUNNING |   WAITING |
|               410 | 20 |     READY |   RUNNING |
|               417 | 20 |   RUNNING |   WAITING |
|               417 | 10 |     READY |   RUNNING |
|               422 | 10 |   RUNNING |   WAITING |
|               425 | 30 |   WAITING |     READY |
|               425 | 30 |     READY |   RUNNING |
|               429 | 20 |   WAITING |     READY |
|               432 | 10 |   WAITING |     READY |
|               435 | 30 |   RUNNING |   WAITING |
|               435 | 20 |     READY |   RUNNING |
|               442 | 20 |   RUNNING |   WAITING |
|               442 | 10 |     READY |   RUNNING |
|               447 | 10 |   RUNNING |   WAITING |
|               450 | 30 |   WAITING |     READY |
|               450 | 30 |     READY |   RUNNING |
|               454 | 20 |   WAITING |     READY |
|               457 | 10 |   WAITING |     READY |
|               460 | 30 |   RUNNING |   WAITING |
|               460 | 20 |     READY |   RUNNING |
|               467 | 20 |   RUNNING |   WAITING |
|               467 | 10 |     READY |   RUNNING |
|               472 | 10 |   RUNNING |   WAITING |
|               475 | 30 |   WAITING |     READY |
|               475 | 30 |     READY |   RUNNING |
|               479 | 20 |   WAITING |     READY |
|               482 | 10 |   WAITING |     READY |
|               485 | 30 |   RUNNING |   WAITING |
|               485 | 20 |     READY |   RUNNING |
|               492 | 20 |   RUNNING |   WAITING |
|               492 | 10 |     READY |   RUNNING |
|               497 | 10 |   RUNNING |   WAITING |
|               500 | 30 |   WAITING |     READY |
|               500 | 30 |     READY |   RUNNING |
|               504 | 20 |   WAITING |     READY |
|               507 | 10 |   WAITING |     READY |
|               510 | 30 |   RUNNING |   WAITING |
|               510 | 20 |     READY |   RUNNING |
|               517 | 20 |   RUNNING |   WAITING |
|               517 | 10 |     READY |   RUNNING |
|               522 | 10 |   RUNNING |   WAITING |
|               525 | 30 |   WAITING |     READY |
|               525 | 30 |     READY |   RUNNING |
|               529 | 20 |   WAITING |     READY |
|               532 | 10 |   WAITING |     READY |
|               535 | 30 |   RUNNING |   WAITING |
|               535 | 20 |     READY |   RUNNING |
|               542 | 20 |   RUNNING |   WAITING |
|               542 | 10 |     READY |   RUNNING |
|               547 | 10 |   RUNNING |   WAITING |
|               550 | 30 |   WAITING |     READY |
|               550 | 30 |     READY |   RUNNING |
|               554 | 20 |   WAITING |     READY |
|               557 | 10 |   WAITING |     READY |
|               560 | 30 |   RUNNING |   WAITING |
|               560 | 20 |     READY |   RUNNING |
|               567 | 20 |   RUNNING |   WAITING |
|               567 | 10 |     READY |   RUNNING |
|               572 | 10 |   RUNNING |   WAITING |
|               575 | 30 |   WAITING |     READY |
|               575 | 30 |     READY |   RUNNING |
|               579 | 20 |   WAITING |     READY |
|               582 | 10 |   WAITING |     READY |
|               585 | 30 |   RUNNING |   WAITING |
|               585 | 20 |     READY |   RUNNING |
|               592 | 20 |   RUNNING |   WAITING |
|               592 | 10 |     READY |   RUNNING |
|               597 | 10 |   RUNNING |   WAITING |
|               600 | 30 |   WAITING |     READY |
|               600 | 30 |     READY |   RUNNING |
|               604 | 20 |   WAITING |     READY |
|               607 | 10 |   WAITING |     READY |
|               610 | 30 |   RUNNING |   WAITING |
|               610 | 20 |     READY |   RUNNING |
|               617 | 20 |   RUNNING |   WAITING |
|               617 | 10 |     READY |   RUNNING |
|               622 | 10 |   RUNNING |   WAITING |
|               625 | 30 |   WAITING |     READY |
|               625 | 30 |     READY |   RUNNING |
|               629 | 20 |   WAITING |     READY |
|               632 | 10 |   WAITING |     READY |
|               635 | 30 |   RUNNING |   WAITING |
|               635 | 20 |     READY |   RUNNING |
|               642 | 20 |   RUNNING |   WAITING |
|               642 | 10 |     READY |   RUNNING |
|               647 | 10 |   RUNNING |   WAITING |
|               650 | 30 |   WAITING |     READY |
|               650 | 30 |     READY |   RUNNING |
|               654 | 20 |   WAITING |     READY |
|               657 | 10 |   WAITING |     READY |
|               660 | 30 |   RUNNING |   WAITING |
|               660 | 20 |     READY |   RUNNING |
|               667 | 20 |   RUNNING |   WAITING |
|               667 | 10 |     READY |   RUNNING |
|               672 | 10 |   RUNNING |   WAITING |
|               675 | 30 |   WAITING |     READY |
|               675 | 30 |     READY |   RUNNING |
|               679 | 20 |   WAITING |     READY |
|               682 | 10 |   WAITING |     READY |
|               685 | 30 |   RUNNING |   WAITING |
|               685 | 20 |     READY |   RUNNING |
|               692 | 20 |   RUNNING |   WAITING |
|               692 | 10 |     READY |   RUNNING |
|               697 | 10 |   RUNNING |   WAITING |
|               700 | 30 |   WAITING |     READY |
|               700 | 30 |     READY |   RUNNING |
|               704 | 20 |   WAITING |     READY |
|               707 | 10 |   WAITING |     READY |
|               710 | 30 |   RUNNING |   WAITING |
|               710 | 20 |     READY |   RUNNING |
|               717 | 20 |   RUNNING |   WAITING |
|               717 | 10 |     READY |   RUNNING |
|               722 | 10 |   RUNNING |   WAITING |
|               725 | 30 |   WAITING |     READY |
|               725 | 30 |     READY |   RUNNING |
|               729 | 20 |   WAITING |     READY |
|               732 | 10 |   WAITING |     READY |
|               735 | 30 |   RUNNING |   WAITING |
|               735 | 20 |     READY |   RUNNING |
|               742 | 20 |   RUNNING |   WAITING |
|               742 | 10 |     READY |   RUNNING |
|               747 | 10 |   RUNNING |   WAITING |
|               750 | 30 |   WAITING |     READY |
|               750 | 30 |     READY |   RUNNING |
|               754 | 20 |   WAITING |     READY |
|               757 | 10 |   WAITING |     READY |
|               760 | 30 |   RUNNING |   WAITING |
|               760 | 20 |     READY |   RUNNING |
|               767 | 20 |   RUNNING |   WAITING |
|               767 | 10 |     READY |   RUNNING |
|               772 | 10 |   RUNNING |   WAITING |
|               775 | 30 |   WAITING |     READY |
|               775 | 30 |     READY |   RUNNING |
|               779 | 20 |   WAITING |     READY |
|               782 | 10 |   WAITING |     READY |
|               785 | 30 |   RUNNING |   WAITING |
|               785 | 20 |     READY |   RUNNING |
|               792 | 20 |   RUNNING |   WAITING |
|               792 | 10 |     READY |   RUNNING |
|               797 | 10 |   RUNNING |   WAITING |
|               800 | 30 |   WAITING |     READY |
|               800 | 30 |     READY |   RUNNING |
|               804 | 20 |   WAITING |     READY |
|               807 | 10 |   WAITING |     READY |
|               810 | 30 |   RUNNING |   WAITING |
|               810 | 20 |     READY |   RUNNING |
|               817 | 20 |   RUNNING |   WAITING |
|               817 | 10 |     READY |   RUNNING |
|               822 | 10 |   RUNNING |   WAITING |
|               825 | 30 |   WAITING |     READY |
|               825 | 30 |     READY |   RUNNING |
|               829 | 20 |   WAITING |     READY |
|               832 | 10 |   WAITING |     READY |
|               835 | 30 |   RUNNING |   WAITING |
|               835 | 20 |     READY |   RUNNING |
|               842 | 20 |   RUNNING |   WAITING |
|               842 | 10 |     READY |   RUNNING |
|               847 | 10 |   RUNNING |   WAITING |
|               850 | 30 |   WAITING |     READY |
|               850 | 30 |     READY |   RUNNING |
|               854 | 20 |   WAITING |     READY |
|               857 | 10 |   WAITING |     READY |
|               860 | 30 |   RUNNING |   WAITING |
|               860 | 20 |     READY |   RUNNING |
|               867 | 20 |   RUNNING |   WAITING |
|               867 | 10 |     READY |   RUNNING |
|               872 | 10 |   RUNNING |   WAITING |
|               875 | 30 |   WAITING |     READY |
|               875 | 30 |     READY |   RUNNING |
|               879 | 20 |   WAITING |     READY |
|               882 | 10 |   WAITING |     READY |
|               885 | 30 |   RUNNING |   WAITING |
|               885 | 20 |     READY |   RUNNING |
|               892 | 20 |   RUNNING |   WAITING |
|               892 | 10 |     READY |   RUNNING |
|               897 | 10 |   RUNNING |   WAITING |
|               900 | 30 |   WAITING |     READY |
|               900 | 30 |     READY |   RUNNING |
|               904 | 20 |   WAITING |     READY |
|               907 | 10 |   WAITING |     READY |
|               910 | 30 |   RUNNING |   WAITING |
|               910 | 20 |     READY |   RUNNING |
|               917 | 20 |   RUNNING |   WAITING |
|               917 | 10 |     READY |   RUNNING |
|               922 | 10 |   RUNNING |   WAITING |
|               925 | 30 |   WAITING |     READY |
|               925 | 30 |     READY |   RUNNING |
|               929 | 20 |   WAITING |     READY |
|               932 | 10 |   WAITING |     READY |
|               935 | 30 |   RUNNING |   WAITING |
|               935 | 20 |     READY |   RUNNING |
|               942 | 20 |   RUNNING |   WAITING |
|               942 | 10 |     READY |   RUNNING |
|               947 | 10 |   RUNNING |   WAITING |
|               950 | 30 |   WAITING |     READY |
|               950 | 30 |     READY |   RUNNING |
|               954 | 20 |   WAITING |     READY |
|               957 | 10 |   WAITING |     READY |
|               960 | 30 |   RUNNING |   WAITING |
|               960 | 20 |     READY |   RUNNING |
|               967 | 20 |   RUNNING |   WAITING |
|               967 | 10 |     READY |   RUNNING |
|               972 | 10 |   RUNNING |   WAITING |
|               975 | 30 |   WAITING |     READY |
|               975 | 30 |     READY |   RUNNING |
|               979 | 20 |   WAITING |     READY |
|               982 | 10 |   WAITING |     READY |
|               985 | 30 |   RUNNING |   WAITING |
|               985 | 20 |     READY |   RUNNING |
|               992 | 20 |   RUNNING |   WAITING |
|               992 | 10 |     READY |   RUNNING |
|               997 | 10 |   RUNNING |   WAITING |
|              1000 | 30 |   WAITING |     READY |
|              1000 | 30 |     READY |   RUNNING |
|              1004 | 20 |   WAITING |     READY |
|              1007 | 10 |   WAITING |     READY |
|              1010 | 30 |   RUNNING |   WAITING |
|              1010 | 20 |     READY |   RUNNING |
|              1017 | 20 |   RUNNING |   WAITING |
|              1017 | 10 |     READY |   RUNNING |
|              1022 | 10 |   RUNNING |   WAITING |
|              1025 | 30 |   WAITING |     READY |
|              1025 | 30 |     READY |   RUNNING |
|              1029 | 20 |   WAITING |     READY |
|              1032 | 10 |   WAITING |     READY |
|              1035 | 30 |   RUNNING |TERMINATED |
|              1035 | 20 |     READY |   RUNNING |
|              1042 | 20 |   RUNNING |   WAITING |
|              1042 | 10 |     READY |   RUNNING |
|              1047 | 10 |   RUNNING |   WAITING |
|              1054 | 20 |   WAITING |     READY |
|              1054 | 20 |     READY |   RUNNING |
|              1057 | 10 |   WAITING |     READY |
|              1061 | 20 |   RUNNING |   WAITING |
|              1061 | 10 |     READY |   RUNNING |
|              1066 | 10 |   RUNNING |   WAITING |
|              1073 | 20 |   WAITING |     READY |
|              1073 | 20 |     READY |   RUNNING |
|              1076 | 10 |   WAITING |     READY |
|              1080 | 20 |   RUNNING |   WAITING |
|              1080 | 10 |     READY |   RUNNING |
|              1085 | 10 |   RUNNING |   WAITING |
|              1092 | 20 |   WAITING |     READY |
|              1092 | 20 |     READY |   RUNNING |
|              1095 | 10 |   WAITING |     READY |
|              1099 | 20 |   RUNNING |   WAITING |
|              1099 | 10 |     READY |   RUNNING |
|              1104 | 10 |   RUNNING |   WAITING |
|              1111 | 20 |   WAITING |     READY |
|              1111 | 20 |     READY |   RUNNING |
|              1114 | 10 |   WAITING |     READY |
|              1118 | 20 |   RUNNING |   WAITING |
|              1118 | 10 |     READY |   RUNNING |
|              1123 | 10 |   RUNNING |   WAITING |
|              1130 | 20 |   WAITING |     READY |
|              1130 | 20 |     READY |   RUNNING |
|              1133 | 10 |   WAITING |     READY |
|              1137 | 20 |   RUNNING |   WAITING |
|              1137 | 10 |     READY |   RUNNING |
|              1142 | 10 |   RUNNING |   WAITING |
|              1149 | 20 |   WAITING |     READY |
|              1149 | 20 |     READY |   RUNNING |
|              1152 | 10 |   WAITING |     READY |
|              1156 | 20 |   RUNNING |   WAITING |
|              1156 | 10 |     READY |   RUNNING |
|              1161 | 10 |   RUNNING |   WAITING |
|              1168 | 20 |   WAITING |     READY |
|              1168 | 20 |     READY |   RUNNING |
|              1171 | 10 |   WAITING |     READY |
|              1175 | 20 |   RUNNING |TERMINATED |
|              1175 | 10 |     READY |   RUNNING |
|              1180 | 10 |   RUNNING |   WAITING |
|              1190 | 10 |   WAITING |     READY |
|              1190 | 10 |     READY |   RUNNING |
|              1195 | 10 |   RUNNING |   WAITING |
|              1205 | 10 |   WAITING |     READY |
|              1205 | 10 |     READY |   RUNNING |
|              1210 | 10 |   RUNNING |   WAITING |
|              1220 | 10 |   WAITING |     READY |
|              1220 | 10 |     READY |   RUNNING |
|              1225 | 10 |   RUNNING |   WAITING |
|              1235 | 10 |   WAITING |     READY |
|              1235 | 10 |     READY |   RUNNING |
|              1240 | 10 |   RUNNING |   WAITING |
|              1250 | 10 |   WAITING |     READY |
|              1250 | 10 |     READY |   RUNNING |
|              1255 | 10 |   RUNNING |   WAITING |
|              1265 | 10 |   WAITING |     READY |
|              1265 | 10 |     READY |   RUNNING |
|              1270 | 10 |   RUNNING |   WAITING |
|              1280 | 10 |   WAITING |     READY |
|              1280 | 10 |     READY |   RUNNING |
|              1285 | 10 |   RUNNING |   WAITING |
|              1295 | 10 |   WAITING |     READY |
|              1295 | 10 |     READY |   RUNNING |
|              1300 | 10 |   RUNNING |   WAITING |
|              1310 | 10 |   WAITING |     READY |
|              1310 | 10 |     READY |   RUNNING |
|              1315 | 10 |   RUNNING |   WAITING |
|              1325 | 10 |   WAITING |     READY |
|              1325 | 10 |     READY |   RUNNING |
|              1330 | 10 |   RUNNING |TERMINATED |
+------------------------------------------------+
+---------------------------------------------------------------------------------------------------+
|        Throughput |  Average Turnaround Time |    Average Waiting Time |    Average Response Time |
+---------------------------------------------------------------------------------------------------+
|           0.00226 |               1163.33337 |               225.66667 |                  7.33333 |
