+------------------------------------------------+
|Time of Transition |PID | Old State | New State |
|                81 |  2 |   RUNNING |   WAITING |
|                85 |  1 |   WAITING |     READY |
|                85 |  1 |     READY |   RUNNING |
|                87 |  1 |   RUNNING |   WAITING |
|                88 |  3 |   WAITING |     READY |
|                88 |  2 |   WAITING |     READY |
|                88 |  2 |     READY |   RUNNING |
|                89 |  2 |   RUNNING |   WAITING |
|                89 |  3 |     READY |   RUNNING |
|                92 |  1 |   WAITING |     READY |
|                94 |  3 |   RUNNING |   WAITING |
|                94 |  1 |     READY |   RUNNING |
|                96 |  2 |   WAITING |     READY |
|                96 |  1 |   RUNNING |   WAITING |
|                96 |  2 |     READY |   RUNNING |
|                97 |  2 |   RUNNING |   WAITING |
|               101 |  1 |   WAITING |     READY |
|               101 |  1 |     READY |   RUNNING |
|               103 |  1 |   RUNNING |   WAITING |
|               104 |  3 |   WAITING |     READY |
|               104 |  2 |   WAITING |     READY |
|               104 |  2 |     READY |   RUNNING |
|               105 |  2 |   RUNNING |   WAITING |
|               105 |  3 |     READY |   RUNNING |
|               108 |  1 |   WAITING |     READY |
|               110 |  3 |   RUNNING |   WAITING |
|               110 |  1 |     READY |   RUNNING |
|               112 |  2 |   WAITING |     READY |
|               112 |  1 |   RUNNING |   WAITING |
|               112 |  2 |     READY |   RUNNING |
|               113 |  2 |   RUNNING |   WAITING |
|               117 |  1 |   WAITING |     READY |
|               117 |  1 |     READY |   RUNNING |
|               119 |  1 |   RUNNING |   WAITING |
|               120 |  3 |   WAITING |     READY |
|               120 |  2 |   WAITING |     READY |
|               120 |  2 |     READY |   RUNNING |
|               121 |  2 |   RUNNING |   WAITING |
|               121 |  3 |     READY |   RUNNING |
|               124 |  1 |   WAITING |     READY |
|               126 |  3 |   RUNNING |   WAITING |
|               126 |  1 |     READY |   RUNNING |
|               128 |  2 |   WAITING |     READY |
|               128 |  1 |   RUNNING |   WAITING |
|               128 |  2 |     READY |   RUNNING |
|               129 |  2 |   RUNNING |   WAITING |
|               133 |  1 |   WAITING |     READY |
|               133 |  1 |     READY |   RUNNING |
|               135 |  1 |   RUNNING |   WAITING |
|               136 |  3 |   WAITING |     READY |
|               136 |  2 |   WAITING |     READY |
|               136 |  2 |     READY |   RUNNING |
|               137 |  2 |   RUNNING |   WAITING |
|               137 |  3 |     READY |   RUNNING |
|               140 |  1 |   WAITING |     READY |
|               142 |  3 |   RUNNING |   WAITING |
|               142 |  1 |     READY |   RUNNING |
|               144 |  2 |   WAITING |     READY |
|               144 |  1 |   RUNNING |   WAITING |
|               144 |  2 |     READY |   RUNNING |
|               145 |  2 |   RUNNING |   WAITING |
|               149 |  1 |   WAITING |     READY |
|               149 |  1 |     READY |   RUNNING |
|               151 |  1 |   RUNNING |   WAITING |
|               152 |  3 |   WAITING |     READY |
|               152 |  2 |   WAITING |     READY |
|               152 |  2 |     READY |   RUNNING |
|               153 |  2 |   RUNNING |   WAITING |
|               153 |  3 |     READY |   RUNNING |
|               156 |  1 |   WAITING |     READY |
|               158 |  3 |   RUNNING |   WAITING |
|               158 |  1 |     READY |   RUNNING |
|               160 |  2 |   WAITING |     READY |
|               160 |  1 |   RUNNING |   WAITING |
|               160 |  2 |     READY |   RUNNING |
|               161 |  2 |   RUNNING |   WAITING |
|               165 |  1 |   WAITING |     READY |
|               165 |  1 |     READY |   RUNNING |
|               167 |  1 |   RUNNING |   WAITING |
|               168 |  3 |   WAITING |     READY |
|               168 |  2 |   WAITING |     READY |
|               168 |  2 |     READY |   RUNNING |
|               169 |  2 |   RUNNING |   WAITING |
|               169 |  3 |     READY |   RUNNING |
|               172 |  1 |   WAITING |     READY |
|               174 |  3 |   RUNNING |   WAITING |
|               174 |  1 |     READY |   RUNNING |
|               176 |  2 |   WAITING |     READY |
|               176 |  1 |   RUNNING |   WAITING |
|               176 |  2 |     READY |   RUNNING |
|               177 |  2 |   RUNNING |   WAITING |
|               181 |  1 |   WAITING |     READY |
|               181 |  1 |     READY |   RUNNING |
|               183 |  1 |   RUNNING |   WAITING |
|               184 |  3 |   WAITING |     READY |
|               184 |  2 |   WAITING |     READY |
|               184 |  2 |     READY |   RUNNING |
|               185 |  2 |   RUNNING |   WAITING |
|               185 |  3 |     READY |   RUNNING |
|               188 |  1 |   WAITING |     READY |
|               190 |  3 |   RUNNING |   WAITING |
|               190 |  1 |     READY |   RUNNING |
|               192 |  2 |   WAITING |     READY |
|               192 |  1 |   RUNNING |TERMINATED |
|               192 |  2 |     READY |   RUNNING |
|               193 |  2 |   RUNNING |   WAITING |
|               200 |  3 |   WAITING |     READY |
|               200 |  2 |   WAITING |     READY |
|               200 |  2 |     READY |   RUNNING |
|               201 |  2 |   RUNNING |   WAITING |
|               201 |  3 |     READY |   RUNNING |
|               206 |  3 |   RUNNING |   WAITING |
|               208 |  2 |   WAITING |     READY |
|               208 |  2 |     READY |   RUNNING |
|               209 |  2 |   RUNNING |   WAITING |
|               216 |  3 |   WAITING |     READY |
|               216 |  2 |   WAITING |     READY |
|               216 |  2 |     READY |   RUNNING |
|               217 |  2 |   RUNNING |   WAITING |
|               217 |  3 |     READY |   RUNNING |
|               222 |  3 |   RUNNING |TERMINATED |
|               224 |  2 |   WAITING |     READY |
|               224 |  2 |     READY |   RUNNING |
|               225 |  2 |   RUNNING |   WAITING |
|               232 |  2 |   WAITING |     READY |
|               232 |  2 |     READY |   RUNNING |
|               233 |  2 |   RUNNING |   WAITING |
|               240 |  2 |   WAITING |     READY |
|               240 |  2 |     READY |   RUNNING |
|               241 |  2 |   RUNNING |   WAITING |
|               248 |  2 |   WAITING |     READY |
|               248 |  2 |     READY |   RUNNING |
|               249 |  2 |   RUNNING |   WAITING |
|               256 |  2 |   WAITING |     READY |
|               256 |  2 |     READY |   RUNNING |
|               257 |  2 |   RUNNING |   WAITING |
|               264 |  2 |   WAITING |     READY |
|               264 |  2 |     READY |   RUNNING |
|               265 |  2 |   RUNNING |   WAITING |
|               272 |  2 |   WAITING |     READY |
|               272 |  2 |     READY |   RUNNING |
|               273 |  2 |   RUNNING |   WAITING |
|               280 |  2 |   WAITING |     READY |
|               280 |  2 |     READY |   RUNNING |
|               281 |  2 |   RUNNING |   WAITING |
|               288 |  2 |   WAITING |     READY |
|               288 |  2 |     READY |   RUNNING |
|               289 |  2 |   RUNNING |   WAITING |
|               296 |  2 |   WAITING |     READY |
|               296 |  2 |     READY |   RUNNING |
|               297 |  2 |   RUNNING |   WAITING |
|               304 |  2 |   WAITING |     READY |
|               304 |  2 |     READY |   RUNNING |
|               305 |  2 |   RUNNING |   WAITING |
|               312 |  2 |   WAITING |     READY |
|               312 |  2 |     READY |   RUNNING |
|               313 |  2 |   RUNNING |   WAITING |
|               320 |  2 |   WAITING |     READY |
|               320 |  2 |     READY |   RUNNING |
|               321 |  2 |   RUNNING |TERMINATED |
+------------------------------------------------+
+---------------------------------------------------------------------------------------------------+
|        Throughput |  Average Turnaround Time |    Average Waiting Time |    Average Response Time |
+---------------------------------------------------------------------------------------------------+
|           0.00935 |                241.33333 |                13.66667 |                  2.66667 |
