+------------------------------------------------+
|Time of Transition |PID | Old State | New State |
|               249 | 20 |     READY |   RUNNING |
|               255 | 10 |   WAITING |     READY |
|               255 | 20 |   RUNNING |     READY |
|               255 | 10 |     READY |   RUNNING |
|               260 | 10 |   RUNNING |   WAITING |
|               260 | 20 |     READY |   RUNNING |
|               261 | 20 |   RUNNING |   WAITING |
|               261 | 30 |     READY |   RUNNING |
|               264 | 30 |   RUNNING |   WAITING |
|               270 | 20 |   WAITING |     READY |
|               270 | 10 |     READY |   RUNNING |
|               273 | 30 |   WAITING |     READY |
|               275 | 10 |   RUNNING |   WAITING |
|               275 | 20 |     READY |   RUNNING |
|               279 | 10 |   WAITING |     READY |
|               282 | 20 |   RUNNING |   WAITING |
|               282 | 30 |     READY |   RUNNING |
|               285 | 20 |   WAITING |     READY |
|               285 | 30 |   RUNNING |     READY |
|               285 | 10 |     READY |   RUNNING |
|               290 | 10 |   RUNNING |   WAITING |
|               290 | 30 |     READY |   RUNNING |
|               294 | 10 |   WAITING |     READY |
|               294 | 30 |   RUNNING |     READY |
|               294 | 20 |     READY |   RUNNING |
|               300 | 10 |   WAITING |     READY |
|               300 | 20 |   RUNNING |     READY |
|               300 | 10 |     READY |   RUNNING |
|               305 | 10 |   RUNNING |   WAITING |
|               305 | 20 |     READY |   RUNNING |
|               306 | 20 |   RUNNING |   WAITING |
|               306 | 30 |     READY |   RUNNING |
|               309 | 30 |   RUNNING |   WAITING |
|               315 | 20 |   WAITING |     READY |
|               315 | 10 |     READY |   RUNNING |
|               318 | 30 |   WAITING |     READY |
|               320 | 10 |   RUNNING |   WAITING |
|               320 | 20 |     READY |   RUNNING |
|               324 | 10 |   WAITING |     READY |
|               327 | 20 |   RUNNING |   WAITING |
|               327 | 30 |     READY |   RUNNING |
|               330 | 20 |   WAITING |     READY |
|               330 | 30 |   RUNNING |     READY |
|               330 | 10 |     READY |   RUNNING |
|               335 | 10 |   RUNNING |   WAITING |
|               335 | 30 |     READY |   RUNNING |
|               339 | 10 |   WAITING |     READY |
|               339 | 30 |   RUNNING |     READY |
|               339 | 20 |     READY |   RUNNING |
|               345 | 10 |   WAITING |     READY |
|               345 | 20 |   RUNNING |     READY |
|               345 | 10 |     READY |   RUNNING |
|               350 | 10 |   RUNNING |   WAITING |
|               350 | 20 |     READY |   RUNNING |
|               351 | 20 |   RUNNING |   WAITING |
|               351 | 30 |     READY |   RUNNING |
|               354 | 30 |   RUNNING |   WAITING |
|               360 | 20 |   WAITING |     READY |
|               360 | 10 |     READY |   RUNNING |
|               363 | 30 |   WAITING |     READY |
|               365 | 10 |   RUNNING |   WAITING |
|               365 | 20 |     READY |   RUNNING |
|               369 | 10 |   WAITING |     READY |
|               372 | 20 |   RUNNING |   WAITING |
|               372 | 30 |     READY |   RUNNING |
|               375 | 20 |   WAITING |     READY |
|               375 | 30 |   RUNNING |     READY |
|               375 | 10 |     READY |   RUNNING |
|               380 | 10 |   RUNNING |   WAITING |
|               380 | 30 |     READY |   RUNNING |
|               384 | 10 |   WAITING |     READY |
|               384 | 30 |   RUNNING |     READY |
|               384 | 20 |     READY |   RUNNING |
|               390 | 10 |   WAITING |     READY |
|               390 | 20 |   RUNNING |     READY |
|               390 | 10 |     READY |   RUNNING |
|               395 | 10 |   RUNNING |   WAITING |
|               395 | 20 |     READY |   RUNNING |
|               396 | 20 |   RUNNING |   WAITING |
|               396 | 30 |     READY |   RUNNING |
|               399 | 30 |   RUNNING |   WAITING |
|               405 | 20 |   WAITING |     READY |
|               405 | 10 |     READY |   RUNNING |
|               408 | 30 |   WAITING |     READY |
|               410 | 10 |   RUNNING |   WAITING |
|               410 | 20 |     READY |   RUNNING |
|               414 | 10 |   WAITING |     READY |
|               417 | 20 |   RUNNING |   WAITING |
|               417 | 30 |     READY |   RUNNING |
|               420 | 20 |   WAITING |     READY |
|               420 | 30 |   RUNNING |     READY |
|               420 | 10 |     READY |   RUNNING |
|               425 | 10 |   RUNNING |   WAITING |
|               425 | 30 |     READY |   RUNNING |
|               429 | 10 |   WAITING |     READY |
|               429 | 30 |   RUNNING |     READY |
|               429 | 20 |     READY |   RUNNING |
|               435 | 10 |   WAITING |     READY |
|               435 | 20 |   RUNNING |     READY |
|               435 | 10 |     READY |   RUNNING |
|               440 | 10 |   RUNNING |   WAITING |
|               440 | 20 |     READY |   RUNNING |
|               441 | 20 |   RUNNING |   WAITING |
|               441 | 30 |     READY |   RUNNING |
|               444 | 30 |   RUNNING |   WAITING |
|               450 | 20 |   WAITING |     READY |
|               450 | 10 |     READY |   RUNNING |
|               453 | 30 |   WAITING |     READY |
|               455 | 10 |   RUNNING |   WAITING |
|               455 | 20 |     READY |   RUNNING |
|               459 | 10 |   WAITING |     READY |
|               462 | 20 |   RUNNING |   WAITING |
|               462 | 30 |     READY |   RUNNING |
|               465 | 20 |   WAITING |     READY |
|               465 | 30 |   RUNNING |     READY |
|               465 | 10 |     READY |   RUNNING |
|               470 | 10 |   RUNNING |   WAITING |
|               470 | 30 |     READY |   RUNNING |
|               474 | 10 |   WAITING |     READY |
|               474 | 30 |   RUNNING |     READY |
|               474 | 20 |     READY |   RUNNING |
|               480 | 10 |   WAITING |     READY |
|               480 | 20 |   RUNNING |     READY |
|               480 | 10 |     READY |   RUNNING |
|               485 | 10 |   RUNNING |   WAITING |
|               485 | 20 |     READY |   RUNNING |
|               486 | 20 |   RUNNING |   WAITING |
|               486 | 30 |     READY |   RUNNING |
|               489 | 30 |   RUNNING |   WAITING |
|               495 | 20 |   WAITING |     READY |
|               495 | 10 |     READY |   RUNNING |
|               498 | 30 |   WAITING |     READY |
|               500 | 10 |   RUNNING |   WAITING |
|               500 | 20 |     READY |   RUNNING |
|               504 | 10 |   WAITING |     READY |
|               507 | 20 |   RUNNING |   WAITING |
|               507 | 30 |     READY |   RUNNING |
|               510 | 20 |   WAITING |     READY |
|               510 | 30 |   RUNNING |     READY |
|               510 | 10 |     READY |   RUNNING |
|               515 | 10 |   RUNNING |   WAITING |
|               515 | 30 |     READY |   RUNNING |
|               519 | 10 |   WAITING |     READY |
|               519 | 30 |   RUNNING |     READY |
|               519 | 20 |     READY |   RUNNING |
|               525 | 10 |   WAITING |     READY |
|               525 | 20 |   RUNNING |     READY |
|               525 | 10 |     READY |   RUNNING |
|               530 | 10 |   RUNNING |   WAITING |
|               530 | 20 |     READY |   RUNNING |
|               531 | 20 |   RUNNING |   WAITING |
|               531 | 30 |     READY |   RUNNING |
|               534 | 30 |   RUNNING |   WAITING |
|               540 | 20 |   WAITING |     READY |
|               540 | 10 |     READY |   RUNNING |
|               543 | 30 |   WAITING |     READY |
|               545 | 10 |   RUNNING |   WAITING |
|               545 | 20 |     READY |   RUNNING |
|               549 | 10 |   WAITING |     READY |
|               552 | 20 |   RUNNING |   WAITING |
|               552 | 30 |     READY |   RUNNING |
|               555 | 20 |   WAITING |     READY |
|               555 | 30 |   RUNNING |     READY |
|               555 | 10 |     READY |   RUNNING |
|               560 | 10 |   RUNNING |   WAITING |
|               560 | 30 |     READY |   RUNNING |
|               564 | 10 |   WAITING |     READY |
|               564 | 30 |   RUNNING |     READY |
|               564 | 20 |     READY |   RUNNING |
|               570 | 10 |   WAITING |     READY |
|               570 | 20 |   RUNNING |     READY |
|               570 | 10 |     READY |   RUNNING |
|               575 | 10 |   RUNNING |   WAITING |
|               575 | 20 |     READY |   RUNNING |
|               576 | 20 |   RUNNING |   WAITING |
|               576 | 30 |     READY |   RUNNING |
|               579 | 30 |   RUNNING |   WAITING |
|               585 | 20 |   WAITING |     READY |
|               585 | 10 |     READY |   RUNNING |
|               588 | 30 |   WAITING |     READY |
|               590 | 10 |   RUNNING |   WAITING |
|               590 | 20 |     READY |   RUNNING |
|               594 | 10 |   WAITING |     READY |
|               597 | 20 |   RUNNING |   WAITING |
|               597 | 30 |     READY |   RUNNING |
|               600 | 20 |   WAITING |     READY |
|               600 | 30 |   RUNNING |     READY |
|               600 | 10 |     READY |   RUNNING |
|               605 | 10 |   RUNNING |   WAITING |
|               605 | 30 |     READY |   RUNNING |
|               609 | 10 |   WAITING |     READY |
|               609 | 30 |   RUNNING |     READY |
|               609 | 20 |     READY |   RUNNING |
|               615 | 10 |   WAITING |     READY |
|               615 | 20 |   RUNNING |     READY |
|               615 | 10 |     READY |   RUNNING |
|               620 | 10 |   RUNNING |   WAITING |
|               620 | 20 |     READY |   RUNNING |
|               621 | 20 |   RUNNING |   WAITING |
|               621 | 30 |     READY |   RUNNING |
|               624 | 30 |   RUNNING |   WAITING |
|               630 | 20 |   WAITING |     READY |
|               630 | 10 |     READY |   RUNNING |
|               633 | 30 |   WAITING |     READY |
|               635 | 10 |   RUNNING |   WAITING |
|               635 | 20 |     READY |   RUNNING |
|               639 | 10 |   WAITING |     READY |
|               642 | 20 |   RUNNING |   WAITING |
|               642 | 30 |     READY |   RUNNING |
|               645 | 20 |   WAITING |     READY |
|               645 | 30 |   RUNNING |     READY |
|               645 | 10 |     READY |   RUNNING |
|               650 | 10 |   RUNNING |   WAITING |
|               650 | 30 |     READY |   RUNNING |
|               654 | 10 |   WAITING |     READY |
|               654 | 30 |   RUNNING |     READY |
|               654 | 20 |     READY |   RUNNING |
|               660 | 10 |   WAITING |     READY |
|               660 | 20 |   RUNNING |     READY |
|               660 | 10 |     READY |   RUNNING |
|               665 | 10 |   RUNNING |   WAITING |
|               665 | 20 |     READY |   RUNNING |
|               666 | 20 |   RUNNING |   WAITING |
|               666 | 30 |     READY |   RUNNING |
|               669 | 30 |   RUNNING |   WAITING |
|               675 | 20 |   WAITING |     READY |
|               675 | 10 |     READY |   RUNNING |
|               678 | 30 |   WAITING |     READY |
|               680 | 10 |   RUNNING |   WAITING |
|               680 | 20 |     READY |   RUNNING |
|               684 | 10 |   WAITING |     READY |
|               687 | 20 |   RUNNING |   WAITING |
|               687 | 30 |     READY |   RUNNING |
|               690 | 20 |   WAITING |     READY |
|               690 | 30 |   RUNNING |     READY |
|               690 | 10 |     READY |   RUNNING |
|               695 | 10 |   RUNNING |   WAITING |
|               695 | 30 |     READY |   RUNNING |
|               699 | 10 |   WAITING |     READY |
|               699 | 30 |   RUNNING |     READY |
|               699 | 20 |     READY |   RUNNING |
|               705 | 10 |   WAITING |     READY |
|               705 | 20 |   RUNNING |     READY |
|               705 | 10 |     READY |   RUNNING |
|               710 | 10 |   RUNNING |   WAITING |
|               710 | 20 |     READY |   RUNNING |
|               711 | 20 |   RUNNING |   WAITING |
|               711 | 30 |     READY |   RUNNING |
|               714 | 30 |   RUNNING |   WAITING |
|               720 | 20 |   WAITING |     READY |
|               720 | 10 |     READY |   RUNNING |
|               723 | 30 |   WAITING |     READY |
|               725 | 10 |   RUNNING |   WAITING |
|               725 | 20 |     READY |   RUNNING |
|               729 | 10 |   WAITING |     READY |
|               732 | 20 |   RUNNING |   WAITING |
|               732 | 30 |     READY |   RUNNING |
|               735 | 20 |   WAITING |     READY |
|               735 | 30 |   RUNNING |     READY |
|               735 | 10 |     READY |   RUNNING |
|               740 | 10 |   RUNNING |   WAITING |
|               740 | 30 |     READY |   RUNNING |
|               744 | 10 |   WAITING |     READY |
|               744 | 30 |   RUNNING |     READY |
|               744 | 20 |     READY |   RUNNING |
|               750 | 10 |   WAITING |     READY |
|               750 | 20 |   RUNNING |     READY |
|               750 | 10 |     READY |   RUNNING |
|               755 | 10 |   RUNNING |   WAITING |
|               755 | 20 |     READY |   RUNNING |
|               756 | 20 |   RUNNING |   WAITING |
|               756 | 30 |     READY |   RUNNING |
|               759 | 30 |   RUNNING |   WAITING |
|               765 | 20 |   WAITING |     READY |
|               765 | 10 |     READY |   RUNNING |
|               768 | 30 |   WAITING |     READY |
|               770 | 10 |   RUNNING |   WAITING |
|               770 | 20 |     READY |   RUNNING |
|               774 | 10 |   WAITING |     READY |
|               777 | 20 |   RUNNING |   WAITING |
|               777 | 30 |     READY |   RUNNING |
|               780 | 20 |   WAITING |     READY |
|               780 | 30 |   RUNNING |     READY |
|               780 | 10 |     READY |   RUNNING |
|               785 | 10 |   RUNNING |   WAITING |
|               785 | 30 |     READY |   RUNNING |
|               789 | 10 |   WAITING |     READY |
|               789 | 30 |   RUNNING |     READY |
|               789 | 20 |     READY |   RUNNING |
|               795 | 10 |   WAITING |     READY |
|               795 | 20 |   RUNNING |     READY |
|               795 | 10 |     READY |   RUNNING |
|               800 | 10 |   RUNNING |   WAITING |
|               800 | 20 |     READY |   RUNNING |
|               801 | 20 |   RUNNING |   WAITING |
|               801 | 30 |     READY |   RUNNING |
|               804 | 30 |   RUNNING |   WAITING |
|               810 | 20 |   WAITING |     READY |
|               810 | 10 |     READY |   RUNNING |
|               813 | 30 |   WAITING |     READY |
|               815 | 10 |   RUNNING |   WAITING |
|               815 | 20 |     READY |   RUNNING |
|               819 | 10 |   WAITING |     READY |
|               822 | 20 |   RUNNING |   WAITING |
|               822 | 30 |     READY |   RUNNING |
|               825 | 20 |   WAITING |     READY |
|               825 | 30 |   RUNNING |     READY |
|               825 | 10 |     READY |   RUNNING |
|               830 | 10 |   RUNNING |   WAITING |
|               830 | 30 |     READY |   RUNNING |
|               834 | 10 |   WAITING |     READY |
|               834 | 30 |   RUNNING |     READY |
|               834 | 20 |     READY |   RUNNING |
|               840 | 10 |   WAITING |     READY |
|               840 | 20 |   RUNNING |     READY |
|               840 | 10 |     READY |   RUNNING |
|               845 | 10 |   RUNNING |   WAITING |
|               845 | 20 |     READY |   RUNNING |
|               846 | 20 |   RUNNING |   WAITING |
|               846 | 30 |     READY |   RUNNING |
|               849 | 30 |   RUNNING |   WAITING |
|               855 | 20 |   WAITING |     READY |
|               855 | 10 |     READY |   RUNNING |
|               858 | 30 |   WAITING |     READY |
|               860 | 10 |   RUNNING |   WAITING |
|               860 | 20 |     READY |   RUNNING |
|               864 | 10 |   WAITING |     READY |
|               867 | 20 |   RUNNING |   WAITING |
|               867 | 30 |     READY |   RUNNING |
|               870 | 20 |   WAITING |     READY |
|               870 | 30 |   RUNNING |     READY |
|               870 | 10 |     READY |   RUNNING |
|               875 | 10 |   RUNNING |   WAITING |
|               875 | 30 |     READY |   RUNNING |
|               879 | 10 |   WAITING |     READY |
|               879 | 30 |   RUNNING |     READY |
|               879 | 20 |     READY |   RUNNING |
|               885 | 10 |   WAITING |     READY |
|               885 | 20 |   RUNNING |     READY |
|               885 | 10 |     READY |   RUNNING |
|               890 | 10 |   RUNNING |TERMINATED |
|               890 | 20 |     READY |   RUNNING |
|               891 | 20 |   RUNNING |   WAITING |
|               891 | 30 |     READY |   RUNNING |
|               894 | 30 |   RUNNING |   WAITING |
|               903 | 30 |   WAITING |     READY |
|               903 | 20 |     READY |   RUNNING |
|               909 | 30 |   WAITING |     READY |
|               910 | 20 |   RUNNING |   WAITING |
|               910 | 30 |     READY |   RUNNING |
|               920 | 30 |   RUNNING |   WAITING |
|               922 | 30 |   WAITING |     READY |
|               922 | 20 |     READY |   RUNNING |
|               929 | 20 |   RUNNING |   WAITING |
|               935 | 20 |   WAITING |     READY |
|               935 | 30 |     READY |   RUNNING |
|               941 | 20 |   WAITING |     READY |
|               941 | 30 |   RUNNING |     READY |
|               941 | 20 |     READY |   RUNNING |
|               948 | 20 |   RUNNING |   WAITING |
|               948 | 30 |     READY |   RUNNING |
|               952 | 30 |   RUNNING |   WAITING |
|               960 | 30 |   WAITING |     READY |
|               960 | 20 |     READY |   RUNNING |
|               967 | 30 |   WAITING |     READY |
|               967 | 20 |   RUNNING |   WAITING |
|               967 | 30 |     READY |   RUNNING |
|               977 | 30 |   RUNNING |   WAITING |
|               979 | 30 |   WAITING |     READY |
|               979 | 20 |     READY |   RUNNING |
|               986 | 20 |   RUNNING |   WAITING |
|               992 | 20 |   WAITING |     READY |
|               992 | 30 |     READY |   RUNNING |
|               998 | 20 |   WAITING |     READY |
|               998 | 30 |   RUNNING |     READY |
|               998 | 20 |     READY |   RUNNING |
|              1005 | 20 |   RUNNING |   WAITING |
|              1005 | 30 |     READY |   RUNNING |
|              1009 | 30 |   RUNNING |   WAITING |
|              1017 | 30 |   WAITING |     READY |
|              1017 | 20 |     READY |   RUNNING |
|              1024 | 30 |   WAITING |     READY |
|              1024 | 20 |   RUNNING |   WAITING |
|              1024 | 30 |     READY |   RUNNING |
|              1034 | 30 |   RUNNING |   WAITING |
|              1036 | 30 |   WAITING |     READY |
|              1036 | 20 |     READY |   RUNNING |
|              1043 | 20 |   RUNNING |   WAITING |
|              1049 | 20 |   WAITING |     READY |
|              1049 | 30 |     READY |   RUNNING |
|              1055 | 20 |   WAITING |     READY |
|              1055 | 30 |   RUNNING |     READY |
|              1055 | 20 |     READY |   RUNNING |
|              1062 | 20 |   RUNNING |   WAITING |
|              1062 | 30 |     READY |   RUNNING |
|              1066 | 30 |   RUNNING |   WAITING |
|              1074 | 30 |   WAITING |     READY |
|              1074 | 20 |     READY |   RUNNING |
|              1081 | 30 |   WAITING |     READY |
|              1081 | 20 |   RUNNING |TERMINATED |
|              1081 | 30 |     READY |   RUNNING |
|              1091 | 30 |   RUNNING |   WAITING |
|              1106 | 30 |   WAITING |     READY |
|              1106 | 30 |     READY |   RUNNING |
|              1116 | 30 |   RUNNING |   WAITING |
|              1131 | 30 |   WAITING |     READY |
|              1131 | 30 |     READY |   RUNNING |
|              1141 | 30 |   RUNNING |   WAITING |
|              1156 | 30 |   WAITING |     READY |
|              1156 | 30 |     READY |   RUNNING |
|              1166 | 30 |   RUNNING |   WAITING |
|              1181 | 30 |   WAITING |     READY |
|              1181 | 30 |     READY |   RUNNING |
|              1191 | 30 |   RUNNING |   WAITING |
|              1206 | 30 |   WAITING |     READY |
|              1206 | 30 |     READY |   RUNNING |
|              1216 | 30 |   RUNNING |   WAITING |
|              1231 | 30 |   WAITING |     READY |
|              1231 | 30 |     READY |   RUNNING |
|              1241 | 30 |   RUNNING |   WAITING |
|              1256 | 30 |   WAITING |     READY |
|              1256 | 30 |     READY |   RUNNING |
|              1266 | 30 |   RUNNING |   WAITING |
|              1281 | 30 |   WAITING |     READY |
|              1281 | 30 |     READY |   RUNNING |
|              1291 | 30 |   RUNNING |   WAITING |
|              1306 | 30 |   WAITING |     READY |
|              1306 | 30 |     READY |   RUNNING |
|              1316 | 30 |   RUNNING |   WAITING |
|              1331 | 30 |   WAITING |     READY |
|              1331 | 30 |     READY |   RUNNING |
|              1341 | 30 |   RUNNING |   WAITING |
|              1356 | 30 |   WAITING |     READY |
|              1356 | 30 |     READY |   RUNNING |
|              1366 | 30 |   RUNNING |   WAITING |
|              1381 | 30 |   WAITING |     READY |
|              1381 | 30 |     READY |   RUNNING |
|              1391 | 30 |   RUNNING |   WAITING |
|              1406 | 30 |   WAITING |     READY |
|              1406 | 30 |     READY |   RUNNING |
|              1416 | 30 |   RUNNING |   WAITING |
|              1431 | 30 |   WAITING |     READY |
|              1431 | 30 |     READY |   RUNNING |
|              1441 | 30 |   RUNNING |TERMINATED |
+------------------------------------------------+
+---------------------------------------------------------------------------------------------------+
|        Throughput |  Average Turnaround Time |    Average Waiting Time |    Average Response Time |
+---------------------------------------------------------------------------------------------------+
|           0.00208 |               1120.66663 |               183.00000 |                  7.33333 |
